word,segmentation,related_words
swerve,sw.erve,s.erve; n.erve; vi.vt; slew
frivolity,fri.vol.ity,fri.vol.ous; fri.gate; fris.bee; face.tious
whereupon,where.upon,where; upon
wring,wring,wrink.le; ring
ennui,enn.ui,
quid pro quo,,quid
lingerie,lin.ge.rie,re.ve.rie; cote.rie
seedy,seed.y,seed
stroll,str.oll,str.oll.er; str.eet; pram; ramble
circumvent,circum.vent,circum.locution; circum.stance; circum.cision; circum.ference; eschew
tally,tall.y,tell.y
polystyrene,poly.sty.rene,poly.mer; sty.rene
bout,,
creche,cre.che,cra.sh; cliche; baby; children; nursery
junkie,junk.ie,rook.ie; cook.ie; drunk; junk
grumble,,grumpy; informal; grubby; glum; glummy
repeal,re.peal,ap.peal
stump,stump,stomp; stamp
latent,lat.ent,lat.ency
raison d'etre,,rai.son.d.etre
catarrh,cata.rrh,cata; cataclysm; catarrhoea
stifle,sti.fle,stip.end; strife; stra
taut,,taught; taunt
recoup,,coup; coupon; recuperate
blunder,blund.er,plund.er; blunt; brunt; bumble; stumble; across; upon
grubby,grub.by,grum.ble; maggot; informal; grab; grumpy; smutty; grub
snag,s.nag,snug
slog,s.log,slug
impaired,im.pair.ed,p.air
sachet,sa.chet,cro.chet; ca.chet; ha.tchet; sack
chummy,chu.mmy,chubby; chimney; genial; friendly; cheerful; amiable; easy; like
sharia,shar.ia,shar
rumbling,rumb.ling,rumb.le; rum.bust.ious; rumba; rambunctious
mottled,mott.led,motto; motive; mottle; glass; frosted
frown,,scowl; flown; brown; crown
plaid,pl.aid,pl.ait; br.aid; pl.ain
docile,doc.ile,file; cile
picturesque,pictur.esque,pictu.res; grot.esque; burl.esque; arab.esque
track,,trick; trace; trail
atone,a.tone,a.ton.al; penance
cranny,cran.ny,gran.ny; cran.ium; crane; crevice
peruse,per.use,
behest,be.hest,host; hast; have; hest
inexplicable,in.ex.plic.able,in.ex; plic.able; inexorable
erstwhile,,earlyest; while
jut,,java; just; time
foist,,foil; moist; hoist; frost
construe,con.strue,con.stru.ct; build; grammatically; peruse; connotation
leash,leash,unleash; tether
poodle,,
proclivity,pro.cliv.ity,ac.cliv.ity; de.cliv.ity; tendency; inclination; propensity
misogynist,miso.gyn.ist,gyne.phobia; gyne.cology; orgy
pavilion,pavi.lion,pave
triumph,tri.um.ph,
capitulate,capit.ul.ate,capitation; capital
subdued,,
scoop,scoop,scooter; sloop
smite,smite,smile; mite
surreptitious,sur.repti.tious,rept.ile; subterfuge
cranium,cran.ium,cranny; crane
cremate,cre.mate,cre.ate; in.cre.ment; de.cre.ment; ex.cre.ment; cream; immolate
tenuous,ten.uous,ten.ure; tense
Sisyphean,Sisy.phean,Sisy.phus; euro; pean
snot,snot,snout; snort; snob; snub
dawdle,daw.dle,dawn; dalliance; dangle
spree,spr.ee,spr.ing; flurry
scrunchy,scr.un.chy,cr.un.chy; cr.un.ch; scr.un.ch
stud,stu.d,stub; stubble
hobble,,hobby; hobbit; cobbler; hobbes; hobo
indignant,in.dign.ant,dign.ity; in.dig; indignance
complaint,com.plaint,com.plain; ex.plain; plaint.iff; faint; saint
citadel,cita.del,city
recede,re.cede,con.cede; se.cede; ac.cede
wrangler,wr.angler,angle
forlorn,,lorn
waltz,,
jostle,jo.stle,hu.stle; pe.stle; jovial; thrust; thrush; throng; tussle; over
getaway,get.away,stow.away
sequel,sequ.el,con.sequ.ence; sequ.ence; ob.sequ.ies; pre.quel
prequel,,sequel; quell
strife,stri.fe,stri.ve; stri.ke; stifle
ply,,pli.ers
crumple,crump.le,crumb.le; vt.vi; crinkle; crump
mangle,man.gle,man.go
unfurl,,furl
diminutive,diminu.tive,dimin.ish; diminu.endo; minute; minuet; mini; minu
confer,con.fer,conference; refer; reference
dalliance,dalli.ance,dally; dilly; dawdle; along
machete,,macho; march
gag,,
tousled,tous.led,tuss.le; over; tout
burka,,burkha; burqa; hijab
hijab,hi.jab,burka
throes,thro.es,throw; thrush; thrust; throat; throne
churn,,churlish; church
geriatric,ger.ia.tric,paed.ia.tric; ger.ont.ology; Jerry; atric
wiggle,,wriggle; waggle
vanity,,vain
inconvenient,in.con.ven.ient,con.ven.ient; con.vent; con.ven.tion
malady,mala.dy,mala; melody
decadent,decad.ent,cad.ence; decade; decay
unequivocal,un.equi.voc.al,equi.voc.ate; equi.ty
rescind,re.scind,fa.scin.ate; scind
crusty,,crust
festoon,fest.oon,festive
waggle,,wiggle; wriggle; toss
blink,,
draught,dr.aught,dr.aft; l.augh; waft
waft,waft,raft; haft; draft
duly,,
catastrophe,cata.strophe,apo.strophe; cata.clysm; cala.mity; apo.ca.lyp.se
panache,,crest; pinnacle; panama; panacea
gown,gown,down; town; crown; robe
dangle,dang.le,dawdle
latch,la.tch,ca.tch; pa.tch; ha.tch
ramrod,ram.rod,
chute,chute,shoot; parachute
pothole,pot.hole,hole
haunch,h.aun.ch,l.aun.ch; st.aun.ch; d.aun.t; hunch; crouch
tout,t.out,tr.out
sump,sum.p,poll
cordial,cord.ial,cord.on; cord.ur.oy
cosmetic,cos.metic,cos.mic; cos.mos; make
beige,,bagel
dandruff,dandruff,dander; scurf; scurfy
mealy,mea.ly,meal
entice,ent.ice,ent.ice.ment; ent.er.tain; enter.tain.ment; se.duce
discretion,dis.cre.tion,dis.creet; dis.crete; tion
Sirius,Siri.us,serious; canine
azalea,aza.lea,
revision,re.vision,tele.vision; pro.vision
unanimity,un.anim.ity,anim.al; anim.us; anim.osity; unite
ravioli,ra.violi,tor.tel.lini; viola
touche,tou.che,tou.ch; cli.che
oleander,ole.ander,olive
vicarious,vic.ar.ious,vic.ar; vic.tory; ious; parish
contrive,con.trive,triv.ia; con.trived; strive
strive,,strife; contrive
exasperate,ex.asper.ate,asper.ity; asper.sions; formal
exude,exu.de,exu.berant
scrawl,scr.awl,cr.awl; scrib.ble; spr.awl; scr.amble; script
redress,re.dress,dress
vibrant,vibr.ant,vibr.ate; vibe
drench,dr.ench,dr.ink; tr.ench
drudgery,dr.u.dg.ery,dg.ery; judgery
scamper,,scamp
bleak,bleak,bleach; forlorn; desolate
corpulent,corp.ul.ent,op.ul.ent; corpus; corpse; obese
clench,cl.en.ch,cl.in.ch; cl.u.tch; informal
trudge,trudge,judge; drudge; truss; tramp; plod; slog; lumber
cellophane,cello.phane,cellu.lose; tele.phone; phane; cello
chloroxylenol,chloro.xylen.ol,xylen.ol; chloro; xylene; xylon; xylenol
dimethylbenzene,di.methyl.benz.ene,di.methyl; benz.ene; xylene; xylenol; meta; para; chloro; dimethylphenol; PCMX; ortho
bask,bask,bask.et; bath
douse,douse,house; mouse
brawl,brawl,bring; brawn; crawl; drawl; trawl
respite,re.spite,re.sp; de.spite; spiteful
surmise,sur.mise,pro.mise; pre.mise; de.mise
syllable,syl.lab.le,syl.lab; lab.el; syl.lab.us; able
unassailable,un.assail.able,sail; assail
tussle,tuss.le,tuss.ive; tous.le; vt.vi; truss; jostle; grapple
lob,lob,lobe; earlobe; lobbed
thud,thu.d,thunder; thump
derelict,de.re.lict,re.lic; desolate
grotesque,grot.esque,grot.to; pictur.esque; burl.esque; arab.esque; grow; task; grok
thrash,thrash,throw; rash; thrush
gonorrhoea,gono.rrh.oea,gono.rrh.ea; dia.rrh.oea; gonna; going
pilfer,pil.fer,pil.grim; pill; pelf
vinyl,vin.yl,fen.tan.yl; polyvinyl; vine; wine; chloride
trestle,tre.stle,tress.es; truss
truss,truss,tuss.le; trest.le
pugnacious,pugn.acious,im.pugn; re.pugn.ant
solicitor,so.licit.or,so.licit; e.licit; il.licit
cadence,cad.ence,de.cad.ent
daub,daub,into
refute,re.fute,re.fuse; re.pute; re.but; re.fut.ation
scorn,scorn,scorp.ion; corn; score; scorch; contempt; disdain
jovial,jov.ial,Saturn.ine; Jove; Jupiter
chrysalis,chrys.al.is,chrys.an.the.mum; chrys.ograph; pupa
pejorative,pe.jor.ative,per.jure; de.roga.tory
suave,su.ave,as.su.age; per.su.ade; dis.su.ade; sweet; have
engross,en.gross,gloss; gross
tion,tion,
able,able,
entrant,entr.ant,entr.ance; enter
auspicious,au.spic.ious,au.spic.es; under; ominous; portentous; propitious
propitious,pro.piti.ous,pro.piti.ate; ominous; portentous; auspicious
gruesome,grue.some,con.gru.ent; cruel
connotation,con.not.ation,an.not.ation; de.not.ation
ibuprofen,ibu.pro.fen,
rile,rile,rifle; file; vile
vehement,vehe.ment,vehi.cle; expletive
ploy,ploy,play
capsize,cap.size,cap.it.al; cap.it.ul.ate
volley,volley,volley.ball
thump,th.ump,tr.ump; st.ump; s.ump; l.ump
wobbly,wobb.ly,wobb.le; wobb.ler
mitochondrion,mito.chondr.ion,a.mito.sis; mito.chondr.ia; chondr.al; hypo.chondr.ia
shingle,shing.le,shine; shin
intravenous,intra.ven.ous,Ven.us; vein
catheter,cathe.ter,cathe.dral; Cathe.rine; cath.ode; theater
spaghetti,spa.gh.etti,gh.etto; cap.pell.etti; pasta
holistic,hol.is.tic,whole
rendition,rend.ition,rend.er; rend.er.ing; rend.ez.vous; inter.pre.tation
pander,pand.er,panda; cater
polyurethane,poly.ure.thane,urine; methane; ethane
covet,covet,cover
preclude,pre.clude,con.clude
inherent,in.her.ent,in.her.it; intrin.sic; intra
assimilate,as.simil.ate,simil.ar; l.ate; fac.simile
plaintive,plaint.ive,plaint.iff; plain
subliminal,sub.limin.al,limit
voucher,vouch.er,vouch
inquest,in.quest,be.quest
revere,re.vere,se.vere
